"BehaviorSpace results (NetLogo 6.1.1)"
"AF/e_v_rum_secfdom.nlogo"
"basic"
"03/09/2022 08:41:41:739 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","relative_size","%majority","%liberal_maj","%liberal_min","dominant_distribution","secondary_distribution","dominant","secondary","con_eth","lib_val","con_val","lib_eth","eth_con_maj","eth_con_min","val_con_maj","val_con_min","val_lib_maj","val_lib_min","eth_lib_maj","eth_lib_min","visualize","[step]","et_gl","et_sq","et_cl","et_bl","et_or","et_sq_bl","et_cl_bl","et_sq_or","et_cl_or","vl_gl","vl_sq","vl_cl","vl_bl","vl_or","vl_sq_bl","vl_cl_bl","vl_sq_or","vl_cl_or","den_gl","den_sq","den_cl","den_bl","den_or","den_sq_bl","den_sq_or","den_cl_bl","den_cl_or","cls_et_sq_bl","cls_et_cl_bl","cls_et_sq_or","cls_et_cl_or","cls_et_bl","cls_et_or","cls_et_sq","cls_et_cl","cls_vl_sq_bl","cls_vl_cl_bl","cls_vl_sq_or","cls_vl_cl_or","cls_vl_bl","cls_vl_or","cls_vl_sq","cls_vl_cl","cls_den_sq_bl","cls_den_cl_bl","cls_den_sq_or","cls_den_cl_or","cls_den_bl","cls_den_or","cls_den_sq","cls_den_cl"
"8","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","exposure","1000","0.4924982880320264","0.49402208964850014","0.49103398409255233","0.49812331045955455","0.48672191970958717","0.501169452328393","0.4951429599917718","0.48654459474320866","0.4868892001244942","0.49336085651074646","0.48218719767816826","0.5040982336535487","0.49794265959658973","0.4886557762118296","0.4893198780616","0.506379203949399","0.47472506323545555","0.501797385620915","0.6982853982300885","0.6944130925507901","0.7020065075921909","0.697325327510917","0.6992713004484304","0.695364238410596","0.6934180138568129","0.699244060475162","0.7047930283224401","0.9892078273032017","0.9773127419924916","0.9861800754436388","0.9868785580998758","0.9831953551428739","0.986539496451725","0.9877281246449725","0.9820748999027831","0.9985218279180256","0.992986551779296","0.9687391809590324","0.9840018147533759","0.9957239754592571","0.9765929353442373","0.9839666516954008","0.9885136729345056","1.0003553009435622","1.0059368369999426","0.9975554502442314","1.013919616519174","1.0031765358716234","1.00597602459423","0.9989869766175913","1.0099109105350046"
"9","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","exposure","1000","0.49710281750495555","0.49209507332344804","0.5018686947885628","0.4852048599760267","0.5086059313105772","0.4811216561216561","0.4891412520064207","0.5028430093498589","0.5140225832822403","0.49499370614387456","0.48383863349261286","0.505610004704406","0.4887218045112776","0.5010574694479566","0.4802558552558555","0.49688336008560696","0.4873477929984783","0.5139433885142037","0.6781496062992126","0.6829584775086506","0.6735729967069155","0.6753432494279176","0.6808628318584071","0.6821095571095571","0.6837899543378996","0.6688202247191011","0.6781115879828327","0.9787577855655623","0.9950722495050487","0.9889987506903214","1.0109868949953815","0.9870643490130147","1.0003333472015552","0.9839314219261684","1.0032130012048246","0.9848845566838635","0.9697679629332708","0.9994283459645814","1.0030640447620787","0.9771878928177161","1.0013025004332052","0.992231938119798","0.9867997676887336","0.9978441833756795","0.9784034895918908","1.0003024022682097","0.9919956357386658","0.9879458896299289","0.9960203743890421","0.9990860517435322","0.9853562229666407"
"33","70","ethnic","50","50","50","global","by-value","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","exposure","1000","0.5029463954658612","0.5001335593568603","0.5059400798206765","0.5024629629629631","0.5034309046558492","0.5062775217613928","0.4983853311439519","0.4939497010925588","0.5134775010921803","0.49539236718046537","0.5093619972260754","0.48052457492756023","0.5028320105820108","0.4879361544172231","0.5235688684075782","0.48066502463054206","0.49506287363430196","0.48038444735692426","0.6890989988876529","0.6872977346278317","0.69101607347876","0.6938888888888889","0.6842984409799554","0.6876344086021505","0.6869588744588745","0.7005747126436782","0.6814793577981652","1.0114299823633166","0.9956631393298073","0.9889995128779738","1.0280986046366816","1.0038093415637868","1.0079830362708446","1.0002510428787135","1.0118994916533397","1.0155089810106","0.9922338855174676","0.9602190364557462","0.9916546915588413","1.004259351522254","0.9754817821405457","0.9879534746628724","0.9919439560502376","0.9947369837453801","1.013456522572974","0.9937597510942895","0.9858330420650876","1.0037847608453838","0.9899111484921379","0.9942499487024418","0.9996289249823441"
"4","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","exposure","1000","0.5003589476217211","0.49952901379130876","0.5012358407566262","0.4879416282642087","0.5121642413811089","0.4801175015460729","0.4968449448745011","0.5193261852202251","0.505111283643892","0.49902141653966436","0.5160031225604998","0.48107885186407146","0.5063199473337717","0.4920826161790015","0.5150355596784172","0.49640218156228033","0.5169899085462","0.46755434782608685","0.6843065693430657","0.6908469945355191","0.6773960739030023","0.686491935483871","0.6822289156626506","0.6915584415584416","0.690121412803532","0.6807266009852216","0.6744565217391304","0.985125887388894","1.0194479802090894","1.0130557895697925","0.9853266113579108","1.001179769514465","0.9990849002187908","0.998953478304681","1.0013234655768228","1.002489980095367","1.020891784483163","1.0062940187112355","0.9615638492820545","1.0110972756961103","0.9837574601817479","1.0043732910166647","0.9893781006580957","1.009962665072154","0.9941436772389451","1.0078640060089763","0.9849867563410882","1.0025634610856533","0.9963376808751007","1.0089236568146462","0.9892797238751874"
"27","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","1","0","0","0","0","0","0","0","0","exposure","1000","0.5076137074085645","0.5037599311775722","0.5117020991034524","0.5133893255252491","0.5016714232862952","0.515712775596497","0.5109686385567445","0.49167938542938544","0.5124711316397229","0.5012503907471091","0.5132483173928439","0.4885220379019707","0.4956888580674989","0.5069724116061519","0.5132915534078323","0.477349486049926","0.5132046194546191","0.5002364456175081","0.7070568927789934","0.7043039319872476","0.7099774520856821","0.7080636461704423","0.7060210876803552","0.7016384778012685","0.7069978632478633","0.7147577092511013","0.7049653579676675","1.0169611151999973","1.0076059021377897","0.9975470772085631","1.0397305534266514","1.0123793819419113","1.0178194914177041","1.0073056744136097","1.0232879472427234","0.9971274810090546","0.9837597074399841","0.9969586018735885","1.0309269702241322","0.9905805886677865","1.0132830230675807","0.9970434901106559","1.0067849890471248","0.9983378997599012","1.017004814968334","1.005963589883858","1.003071606167343","1.0074800567228228","1.0045737686305274","1.0021304852838244","1.0102031470869033"
"43","70","ethnic","50","50","50","global","by-value","0","0","0","0","0.5","0.5","0","0","0","0","0","0","0","0","exposure","1000","0.4992868738404455","0.5040408386793926","0.4946447669977078","0.4939417415556245","0.5046089170009258","0.5007265218721326","0.486978021978022","0.507511210762332","0.5019122023809525","0.5062963821892388","0.5042338183904446","0.5083104150751214","0.5085450883173224","0.504057389694539","0.5088661160395641","0.5082155939298799","0.4993834080717491","0.5084002976190475","0.7104978354978355","0.7165936473165389","0.7045454545454546","0.7091919739696312","0.7117980561555075","0.7186830835117773","0.7144058295964125","0.6994505494505494","0.709375","1.0036253930799326","0.9760687468713494","1.0128301484760158","1.0016563174946018","0.9900263973913124","1.0070380978592939","1.0081219110499762","0.9892046120041371","1.0299940662005638","1.004473173884941","1.0108001512777576","1.0048382352941196","1.0173996996022923","1.0077097412646427","1.0206178492722284","1.004660585089654","1.0115231061764787","0.9844539389182245","1.0055030101624831","0.9984222808441557","0.9981646776488152","1.0018326537123783","1.0085822925705181","0.991624852420307"
"41","70","ethnic","50","50","50","global","by-value","0","0","0","0","0.5","0.5","0","0","0","0","0","0","0","0","exposure","1000","0.5101548016314427","0.5100282264387641","0.5102848016320398","0.5132071744627056","0.5070682859273469","0.5204425465838509","0.5057110682110678","0.4994060817231547","0.5148688595076857","0.5032608983526677","0.5099785688150126","0.4963614645407204","0.4946165191740414","0.512001970810696","0.5084601449275358","0.4802740240240241","0.5115272938443667","0.5124852198215627","0.6877085650723026","0.682628979143798","0.6929255918827508","0.6862555309734514","0.6891778523489933","0.6907608695652174","0.6743348115299335","0.6815878378378378","0.7042889390519187","1.0351279853515105","1.0058279874375018","1.00439836122845","1.0354968785176963","1.0207372784114452","1.019808476618984","1.0199149661643538","1.0206457086872502","1.003525071986511","0.9735430610994272","1.009578566775163","1.0388370070340103","0.9887993940729434","1.0240768766573423","1.006521917375841","1.0061532280092595","0.9992597451274363","0.9859899700868833","0.9754976889818447","1.0188295497630926","0.9927422892446869","0.9969697408007406","0.9874960927436144","1.0023912483242685"
"34","70","ethnic","50","50","50","global","by-value","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","exposure","1000","0.5185977526324052","0.5246892699811205","0.5125196232339088","0.5239261101611489","0.5131508554478522","0.5368131868131868","0.5112889983579642","0.5125118259224226","0.513799914584668","0.4967140761695217","0.4968546779945455","0.4965737833594976","0.4872312036893108","0.506407913554743","0.4935164835164835","0.48106783661740543","0.5002076106380745","0.5127055306427506","0.6967821782178217","0.6950715859030837","0.698489010989011","0.6927366702937976","0.7009176863181312","0.6879120879120879","0.7022626931567328","0.6974676724137931","0.6995515695067265","1.0619438233148777","1.0114509238463287","1.0364254722213158","1.0390303055783376","1.0364501286974614","1.0377177477243542","1.0492127516789929","1.0249678515963034","0.9881200077455604","0.9610783812862033","1.0015170001542075","1.0242842359434308","0.9744667817639024","1.0128119803121534","0.9948037495529559","0.9920561957665587","0.9841910564682841","0.9978621649880505","1.0047223679321573","1.000843582116059","0.9910935530440965","1.0027980759699995","0.9944341006237187","0.9993233870090305"
"15","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","exposure","1000","0.5016805963989064","0.5056356130238353","0.4977766671792499","0.5017526814860866","0.5016091334052499","0.5159229534510438","0.4884493670886078","0.4959367433414046","0.50749345892203","0.4916479647113443","0.48646725865918894","0.49676175098672376","0.49363956681693355","0.4896735501104433","0.4969234884965219","0.49055656017681365","0.47660916061339786","0.5032260596546313","0.7059859154929577","0.7044711014176663","0.707481162540366","0.713411316648531","0.6986245954692557","0.7134831460674157","0.6959745762711864","0.7133438818565401","0.7013736263736263","1.036337075158463","0.9811507417253224","0.9875935579376826","1.0106072547681413","1.0078731773920708","0.9988893854003138","1.0112477184210473","0.9955777744857954","1.0003497925458882","0.974776544764689","0.9594553004278426","0.9999518903363271","0.9871596734509076","0.9793322674271552","0.979300501074006","0.9871067732201205","1.005292341777545","1.0050961195605963","0.9806228997190444","0.9882301203671734","1.0051911346710882","0.9843567566714703","0.9925944392130824","0.996835592506767"
"10","70","ethnic","50","50","50","global","by-value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","exposure","1000","0.5069539551357726","0.5018749009037573","0.5119607689903093","0.5033716931216927","0.5104774915430659","0.5022552166934191","0.5044636316064888","0.5015037593984962","0.5193925718435524","0.507363898727535","0.5073820094075366","0.5073460456392627","0.5055767195767196","0.5091217798594845","0.5100321027287322","0.501219256933543","0.5047958437761071","0.513419441850814","0.6975206611570248","0.7022752497225305","0.6928336980306345","0.6943055555555555","0.7006830601092896","0.6890449438202247","0.7151864035087719","0.6994505494505494","0.6862745098039216","1.012881353665059","1.0173349904064175","0.994786145692096","1.0302705113617965","1.0151329144620804","1.0125864996182083","1.0037232905844033","1.0238310561816029","1.027423159214926","0.9953095747640911","1.0168750904035904","1.0195364189925902","1.0111879581870031","1.0182101175318425","1.0220847359319416","1.0074760096665856","0.98744126659857","1.0023531014440106","1.0249034906481078","0.9834710743801653","0.9949800275482094","1.0041193605202547","1.006401060346172","0.9928707705662151"
